gc,length,umap_1,umap_2
42.46729046865295,49909,-1.2153814,6.676819
41.67994674520404,49573,-1.0121876,6.028661
42.34404153484222,49308,-1.1876899,6.44391
40.6869193455562,48652,-0.84003514,7.3773265
40.75129370849134,47731,-0.8896425,7.4111986
41.17788405998013,216405,-1.1896601,7.047739
40.908320982426424,47230,-1.4152633,6.598226
42.916648773994076,46574,-1.3935413,6.2220645
41.5514326585461,46138,-1.1096326,7.1464567
49.13072732402926,46073,-0.9139309,6.782224
41.693342611922986,43110,-1.0406486,7.191196
42.59632235620308,38231,-0.8923961,6.4250555
40.92920353982301,36160,-1.2705933,6.2973595
42.14499398887242,35767,-1.0418334,6.5985494
42.31531837752096,35304,-1.0638543,6.23225
43.156942559927636,33165,0.73313713,6.2930665
40.57967594406188,211877,0.51701903,6.3921394
40.90794847628024,31830,-1.0531522,7.037773
40.45983000618752,30707,-1.2571201,6.311197
47.82312925170068,29400,0.6172646,6.391796
38.9618223105308,28184,-1.1730969,6.6809855
43.250602972068776,25706,-0.8407793,6.8562455
37.67084965230597,25022,-0.9258921,6.6145797
42.49487383353559,23897,-1.3424827,6.812352
39.09942237003326,22852,-1.0844209,6.859209
39.51258302928244,21378,-1.5690197,7.6563516
43.679084720121025,21152,-0.96401864,6.9564795
40.513730609211756,204543,-1.2171638,7.2685103
42.33583578827331,21046,-1.1173483,7.3015943
40.072388831437436,19340,-0.81639737,6.1620946
45.62325395769589,15034,-1.372387,7.015703
44.7626437186993,14177,0.26486662,6.435293
45.505741241863525,13673,-1.1990722,6.932069
42.05933682373473,11460,-0.9365543,7.140426
41.833212209302324,11008,-1.0535475,7.4019713
39.334916864608076,10525,0.23789814,7.2225595
36.15957555351495,9801,-0.86829484,6.7996974
42.40961380443714,9736,-1.133182,6.953796
41.787318395102,159412,-0.7873535,7.6506515
42.183438544374305,8079,-0.7958964,6.980412
39.96993714129544,7318,-0.76221454,7.3919644
48.56278366111952,6610,0.08962518,6.157501
41.47535965717784,6534,-0.88734573,7.0815387
41.24127230411172,6445,-0.8946422,7.0154376
41.85126582278481,6320,-1.1240824,6.7771206
42.91008386970938,5127,-0.63129896,7.086374
42.080709120597156,4287,-0.8846786,7.365151
39.410770345327215,4141,-0.3947488,6.7807665
37.20813457193071,3983,-0.7042471,7.182413
42.47080632550632,158596,-0.7948694,7.5144925
35.82089552238806,3685,-0.53996134,6.6888285
36.09877913429523,3604,-0.5304813,6.9474463
37.691664343462506,3587,-0.53725094,6.827576
37.857142857142854,2520,-0.78592765,6.9830213
35.868239121594144,2459,-0.8454288,7.189828
41.49359257622625,2263,-0.7617221,7.706002
38.538812785388124,2190,-0.57043993,7.114827
36.94646397884997,1513,-0.5971037,7.5527883
41.93387696611962,146545,-0.2708784,7.889177
41.638595688762955,773931,-0.6754843,7.395613
44.380552432011854,187643,0.25857303,6.840655
40.85500875830386,181542,-0.6987426,7.0478263
40.50920462591456,169480,-0.7196267,7.2187433
41.92107490859315,166563,-0.02529619,6.579285
40.293944579340014,147851,-0.39763397,7.560652
41.99807568954458,81068,-0.34342214,7.045081
41.26075268817204,74400,-0.7446231,7.2310586
43.990595019479294,58267,-0.8172703,7.39932
41.58846191840364,50615,-0.85418236,7.4096746
39.508282934525376,22818,-0.65887535,7.4534407
42.16277697205886,674346,-0.6244732,7.226948
39.8800945408428,17347,-0.2832456,6.798121
33.6283185840708,3051,-0.7265007,6.8996434
50.84148727984344,2555,0.039494254,7.034699
49.12708079577751,2463,-0.435454,7.1962447
49.95704467353952,2328,-0.38530558,6.6596885
29.914070891514502,1862,-0.90380305,7.3563204
41.434690069238826,571789,-0.098474964,6.843822
43.22482826446527,536872,0.121970065,6.921543
40.66798528779737,421147,0.105000965,6.718583
43.79926533052726,337839,0.43129817,6.4166
41.915860451480505,286524,-0.307091,7.226568
41.69271383315734,284100,-0.17789084,7.252825
41.77074732754064,228909,-0.5235844,7.5058284
51.51285930408472,1322,-0.13121106,7.5326934
55.90339892665474,1118,-0.4154976,7.5449853
43.693693693693696,1110,-0.441164,7.4116044
33.48837209302326,1075,0.5990369,6.5622134
51.45348837209303,1032,-0.043151293,6.7193003
41.20928520356513,141257,0.5434222,6.5478306
40.88858467378115,128564,-0.14278768,7.053633
43.55960682180963,119030,-0.24911973,6.984344
40.809386333514844,97333,-1.8190702,6.883346
43.334106190586596,86260,-1.036252,4.777009
40.294210213430624,85789,-1.2462224,5.117743
40.667243556761306,85516,-1.1329937,5.2987533
45.19017026162152,81874,-0.88548064,4.880777
43.439987284664575,81791,-0.5139387,4.620643
41.88832587930671,80717,-0.4171837,5.943763
41.13721337338722,462710,-1.2253029,5.149625
42.02282815472416,78850,-1.6399037,5.683968
39.71861746704929,78754,-1.8112372,6.383507
41.28247253311428,77912,-0.8446573,4.8381968
40.256973309282934,76506,-0.76469797,5.6595883
43.211550103971994,75982,-1.3875972,5.4786344
43.904041623085796,74574,-1.5355593,5.6842766
42.52512308626155,74135,-1.2144471,5.239237
39.35857656717647,72838,-1.5840455,5.9134245
41.967849223946786,72160,-1.5748682,5.662304
42.026026313897475,69545,-1.566721,6.0714273
41.941481887318425,352267,-1.289799,6.033704
42.36089808200769,68457,-1.3787595,6.2184787
39.723921711868016,65706,-1.2455192,5.7141824
40.07602847846397,62082,-1.1562681,5.378428
40.53747222627678,61659,-1.6132257,6.844963
42.69878527249987,58367,-1.1794609,5.835993
40.773382275444746,55031,-1.4211651,5.9013357
40.81235801908223,55025,-1.3277771,6.043598
41.70502189508991,53665,-1.2905563,5.8714123
43.055305710459514,50031,-0.61304027,5.8392353
42.079366349307946,49996,-0.9724476,5.206179
42.93076428514024,199088,-1.2696964,5.914503
41.68138750602216,49816,-1.2041422,6.6387877
42.94615416999958,47506,-1.3906564,6.5351987
41.19278481284802,46513,-1.3958591,6.3257694
38.98754306917572,45276,0.3466396,6.0197725
43.83797561367655,43549,-1.0059447,5.5038505
40.369613170495505,37174,-1.0153537,5.742989
39.98629966371902,32116,-0.7683465,6.098908
43.32599118942731,31780,-1.3801339,6.4557347
43.037421583212826,192242,-0.30041844,5.9670935
40.120474165700294,31044,-1.0894372,6.2154994
43.266438244411816,30645,-1.1108797,6.5485015
39.203410150526175,30028,-0.7786862,5.948544
42.25537073203583,29698,-0.9845425,5.789903
42.17585185689485,29377,-0.7019962,5.7869396
39.84869941119475,26834,-0.8180119,5.639603
38.690542809177394,26805,-0.9230913,5.7739215
39.84192149790891,26063,-0.9944053,5.472115
39.73964220290759,25657,0.6276189,6.085026
41.34046624913013,22992,-0.89955986,5.5784736
42.06835968695096,187830,-0.6034779,5.4120955
44.31958399435925,22692,-0.84873015,5.398063
40.886109632783395,22548,-0.68634963,6.0346127
41.06479156202913,19910,-0.20933299,5.887643
41.58991228070175,18240,-0.21065582,5.716322
42.78040141676505,16940,-0.6493319,5.544878
42.36212141251157,15122,-0.89283574,5.707738
40.730002973535534,13452,0.31239986,6.0107336
35.46752648549056,13026,-1.1453713,6.028306
44.44883133291219,12664,-0.5117859,5.250663
41.41610617244827,183023,0.26241863,6.244558
41.78733613229372,11671,-0.91339546,5.2616467
40.891287318304464,11489,0.46597958,6.167659
40.01256845318251,11139,0.26663795,5.6478653
40.817298533053915,10498,-0.6309013,5.338566
41.702349869451695,9575,-0.5511101,6.262887
39.67042287652975,8253,-0.5460984,5.625747
46.645561914038716,8213,-0.86029756,6.0568576
38.5445094217024,7695,-0.8445247,6.000704
32.56469807564698,6028,-0.3990237,5.5776224
36.95019992729917,5502,-0.068130344,6.228807
40.83190197085333,169419,0.021073138,6.0803385
49.87756639668488,5309,-0.8833775,6.1385937
45.605273671594084,5006,-0.8179115,6.0270233
45.58055443953395,4978,-0.41421703,5.675558
35.966562173458726,4785,0.072280146,5.998459
41.36830102622577,4385,0.155221,5.921371
45.20710059171598,4225,-0.19365521,6.091494
35.79849946409432,3732,-0.6477469,5.873691
41.56776152359923,3623,-0.39808866,5.8152685
38.91415577032405,3518,-0.15161619,6.299169
50.178677784395475,3358,-0.9456416,5.8399353
30.471666101119784,2947,-0.32179186,6.1732073
46.070091867982306,2939,-0.47022855,5.6885185
41.669614432260346,2827,0.17943957,6.157545
38.25091949325705,2447,-0.64377385,6.112076
38.77651702022693,2027,-0.45203355,5.9308624
39.57373271889401,1736,-0.15569273,5.9858108
44.11027568922306,1596,-0.6560706,5.4303327
47.30238393977415,1594,-0.79825616,5.527213
47.27653631284916,1432,0.13774991,6.169464
32.06997084548105,1372,-0.075062744,5.6932964
40.48555227326746,147255,-0.08185757,6.0166006
41.487078089280466,200783,-0.22333708,6.0034904
45.28204148142188,198836,-0.09306431,6.0235434
41.158483530142945,160900,-0.44560826,5.9912763
42.60396758792375,141799,-0.08752613,6.253208
43.34239418222897,141635,-0.0379294,5.81342
39.52216622134283,128371,-0.21902186,5.743925
42.74038090831984,116721,-0.3269363,5.577194
40.33213063188084,86472,-0.55173844,5.952994
41.97747369461048,80972,0.0031066453,5.7160764
40.79343675568046,79351,0.055238914,5.7711635
41.811454674812815,708392,0.009428495,5.897709
45.35198493946931,72773,0.28782418,5.850278
43.44581724131905,57223,0.56907177,6.0598893
43.69349791376912,46016,0.36697447,5.929581
48.770638908829866,22288,-0.04733164,5.751413
39.52393881799258,22098,-0.117366016,5.5580974
45.81099708990657,19587,-0.3662132,5.8139052
42.38565923940359,17907,-0.078880586,5.839804
37.58720435596393,17631,-0.4617111,5.7761154
43.73360362508944,16772,0.29227597,6.065405
37.63531799729364,11824,0.32339838,6.281396
42.31477566142975,645609,-0.12478686,5.6279254
40.622124056690595,10866,0.5553512,6.0345826
39.41908713692946,10122,0.31421858,5.802991
53.23817388226967,8477,-0.21199635,5.7380757
37.3447820343461,7570,0.5641322,6.0258837
38.84839650145773,5488,0.10145758,5.8428755
41.55073270265257,5391,0.06922371,5.6797633
50.15390534821085,5198,0.33881882,5.8767314
45.42011834319526,4225,0.28846622,5.6536274
44.14483821263482,3894,-0.4572713,4.6123924
50.1497005988024,3340,-0.082745545,4.803713
41.12939962683385,480751,-0.25669202,4.996627
48.996763754045304,1545,-0.16297801,5.275787
39.40548780487805,1312,-0.26318118,4.978415
52.3167649536647,1187,0.28621045,5.507642
36.10341643582641,1083,0.3893547,5.3914695
56.71785028790787,1042,-0.41230288,5.2329307
40.13883406673197,410418,0.20350778,5.2995324
43.18346791883922,376093,-0.25943136,5.399104
40.81384601749743,236949,-0.25984034,5.346201
41.80189542513715,217471,-0.4952376,5.0361967
41.11957613129038,176281,-0.7215042,4.7723927
44.12411778164986,170451,0.27605864,5.351887
43.0836854789725,153109,0.3396494,5.5054393
44.0784825627948,148619,-0.06501798,5.344278
42.62036194947935,141843,-0.70537585,5.0933104
42.66256590509666,132008,0.2529007,5.4245863
39.96748293239224,129778,-0.008699865,5.1854086
42.09737533838126,127445,-0.36930192,5.030971
40.467800825906025,125438,-0.08675877,5.1970634
40.711357707755376,120755,-0.04422353,5.140898
40.7412878228363,88009,-0.47343704,5.2578063
42.00120866787533,81081,-0.41558447,4.9087787
41.67329121515139,71703,-0.2830309,4.6220913
42.43898251738247,69898,0.040954344,5.248094
39.710816911719846,65564,-0.46770123,4.939518
49.63502473452682,62059,-0.20452629,5.183391
41.442453629787316,50733,-0.37084472,5.1894836
42.21835545483975,49424,-0.04536967,5.297982
40.97836312323612,31890,-0.1343576,5.176808
41.37156101218227,525518,-0.071171045,4.90565
47.397313355722034,30968,0.38974705,5.002042
48.18373071528752,28520,-0.104529925,5.0630016
39.84920309059012,26791,0.26128718,4.9521885
40.17195984860951,24308,0.34485582,5.2723584
36.05905080445188,17341,0.09611593,4.435572
37.79442363712027,12015,0.23331392,5.245559
39.82680343030099,11894,-0.42169687,4.849071
37.07642393655372,11096,-0.19950646,4.654962
41.78211586901763,9528,-0.21253558,4.913873
37.99237611181702,7870,0.3597177,4.403952
41.28994210583128,379831,0.56344885,4.484772
38.0044650523785,5823,0.029951837,4.559474
39.17219699615788,5726,0.07403564,4.5455756
36.70863309352518,5560,-0.28283474,4.731475
45.753033547466096,4203,-0.053403784,4.618866
50.26801667659321,3358,0.8483403,4.613217
28.145057766367138,3116,-0.05500152,4.848658
41.55381325730578,2806,0.39534292,4.599773
31.35036496350365,2740,0.17527504,5.15914
36.397889977392616,2654,0.04924824,4.583132
46.48670107185391,2519,-0.033732183,5.1055174
40.94260508689967,325778,0.48266897,4.3067393
44.531572430870824,2423,0.17994973,4.7679462
55.948869223205506,1017,0.18828091,5.0945234
43.4509204248895,256349,0.07485633,4.8635745
43.763343328038914,252467,0.40460047,4.732721
40.71463285965299,240739,0.45971003,4.8371415
40.357949851186035,200922,1.916868,5.15957
41.41400898095644,183054,0.758807,4.4548984
43.27588714760563,185623,0.24812794,4.6955643
41.74053609217023,170120,0.29601148,4.90934
40.2165548098434,167625,0.3185695,5.0229764
40.394960750946915,145736,0.37918118,4.808444
42.637444698058445,141948,1.9648442,5.580307
40.324574495349225,132666,1.1424205,4.659623
42.56486666186024,124833,0.31829253,5.025859
40.093188373641006,117182,0.56526744,4.804687
38.151369807332735,110709,0.711876,4.6621003
41.282699601283674,102830,0.81780314,4.5159245
40.27639747921758,85529,1.2382945,4.65189
41.83614676424797,81573,0.908521,4.904505
41.98748410827357,81017,0.5925284,4.73581
41.66713076409,71824,0.9159047,5.957249
45.3801302869732,52653,0.360421,4.8086624
42.60426338977024,50617,1.2008083,5.096856
44.14786547009981,47692,0.5088769,5.2103095
42.012172346362576,45513,0.49731523,5.683142
42.90355720192103,437057,0.9333682,4.9478455
41.090791390192585,43253,0.54846954,5.251228
44.60135487232934,38380,0.5491666,5.4714656
39.389475126764424,29188,0.64517933,5.4539547
40.019006388258276,18941,1.517483,4.9266243
43.18249214162861,16861,0.66240877,5.8278437
40.061512483415754,16582,0.46826848,5.614497
40.096681473739224,15308,0.49441963,5.7097673
37.76322334604543,12062,0.45755038,5.1445537
37.87426689988682,9719,0.7336627,5.044256
36.811304596060516,7006,0.8029743,4.7739177
41.8169579184495,300084,0.4088456,5.461735
37.99968647123374,6379,1.5160594,5.2317176
39.04087544254908,6214,0.47332144,5.444722
35.965848452508006,4685,0.5857561,5.0274363
50.1497005988024,3340,0.621485,5.4908433
28.32960715426381,3131,0.7597966,5.1771584
29.914070891514502,1862,0.8075154,5.153069
39.4478527607362,1630,0.68399805,5.3996453
46.81421864520456,1491,0.70816505,5.5767436
47.27272727272727,1430,0.9710138,5.0218277
46.14003590664273,1114,0.5393156,5.065787
40.669587686776765,284832,1.0651008,4.990857
36.170212765957444,1081,0.8396772,5.1625795
55.85054080629302,1017,0.56947786,4.9072657
43.433520715007745,275018,1.1390289,5.4078865
41.34526830772565,239967,1.3102658,4.8510246
41.872197813058754,222594,1.2055051,4.947066
39.889787782858484,213225,0.80101234,5.820346
41.60486399863706,187829,0.96515787,5.2771015
40.85224641037517,205105,1.2400533,5.0266857
41.664098279992,184941,1.040099,5.368162
41.67331833684058,179153,1.0757225,5.323573
41.22450205786043,166435,0.7071131,5.3390517
41.45114668092855,157062,0.9720472,5.445533
41.911715985740976,150922,0.77901584,5.6984143
42.288406852307226,145586,0.75617933,5.669061
42.07749524303754,127182,0.8532102,5.725144
42.95499674614961,119858,0.93142587,5.344427
42.17071541103405,405599,0.5987606,5.924062
40.16927371826118,112835,0.8832317,5.485701
